"Subject_ID","Condition_name","Condition_number","Radial_frequency","Amplitude","perimeter_cm","Block","Order","TargetNumber","TimeOfEvent","Found_or_Censored"
"Exp3_S1","RF10A2",3,10,0.1,8.79,2,17,2,9.0092751,1
"Exp3_S1","RF10A5",7,10,0.25,14.08,2,18,2,2.9666287,1
"Exp3_S1","RF14A2",4,14,0.1,10.01,2,19,2,2.5887271,1
"Exp3_S1","RF10A10",11,10,0.5,24.73,2,20,2,2.1889512,1
"Exp3_S1","RF20A5",9,20,0.25,24.63,2,21,2,1.3747162,1
"Exp3_S1","RF8A5",6,8,0.25,12.16,2,22,2,24.7000491,1
"Exp3_S1","RF20A10",13,20,0.5,47.08,2,23,2,1.5473675,1
"Exp3_S1","RF14A5",8,14,0.25,18.18,2,24,2,1.4955041,1
"Exp3_S1","RF20A2",5,20,0.1,12.12,2,25,2,7.5610518,1
"Exp3_S1","RF8A10",10,8,0.5,20.4,2,26,2,2.6666253,1
"Exp3_S1","RF20A2",5,20,0.1,12.12,1,1,3,13.2403686,1
"Exp3_S1","RF14A10",12,14,0.5,33.57,1,2,3,2.0929633,1
"Exp3_S1","RF20A10",13,20,0.5,47.08,1,3,3,2.4289439,1
"Exp3_S1","RF8A10",10,8,0.5,20.4,1,4,3,4.8485762,1
"Exp3_S1","RF8A2",2,8,0.1,8.27,1,5,3,13.2805655,1
"Exp3_S1","RF20A5",9,20,0.25,24.63,1,6,3,2.7057848,1
"Exp3_S1","RF10A2",3,10,0.1,8.79,1,7,3,12.403326,1
"Exp3_S1","RF14A2",4,14,0.1,10.01,1,8,3,4.0119903,1
"Exp3_S1","RF14A5",8,14,0.25,18.18,1,9,3,4.9343273,1
"Exp3_S1","RF10A5",7,10,0.25,14.08,1,10,3,6.7832696,1
"Exp3_S1","RF10A10",11,10,0.5,24.73,1,11,3,2.5747514,1
"Exp3_S1","RF8A5",6,8,0.25,12.16,1,12,3,1.8723227,1
"Exp3_S1","RF0A0",1,0,0,7.22,1,13,3,2.6996177,1
"Exp3_S1","RF8A2",2,8,0.1,8.27,2,14,3,66.2755081,1
"Exp3_S1","RF0A0",1,0,0,7.22,2,15,3,3.9310821,1
"Exp3_S1","RF14A10",12,14,0.5,33.57,2,16,3,2.292015,1
"Exp3_S1","RF10A2",3,10,0.1,8.79,2,17,3,9.3612961,1
"Exp3_S1","RF10A5",7,10,0.25,14.08,2,18,3,3.5985199,1
"Exp3_S1","RF14A2",4,14,0.1,10.01,2,19,3,29.7081635,1
"Exp3_S1","RF10A10",11,10,0.5,24.73,2,20,3,2.6770295,1
"Exp3_S1","RF20A5",9,20,0.25,24.63,2,21,3,1.7587456,1
"Exp3_S1","RF8A5",6,8,0.25,12.16,2,22,3,36.8437802,1
"Exp3_S1","RF20A10",13,20,0.5,47.08,2,23,3,2.0436324,1
"Exp3_S1","RF14A5",8,14,0.25,18.18,2,24,3,2.2797084,1
"Exp3_S1","RF20A2",5,20,0.1,12.12,2,25,3,30.8807512,1
"Exp3_S1","RF8A10",10,8,0.5,20.4,2,26,3,3.2587457,1
"Exp3_S1","RF20A2",5,20,0.1,12.12,1,1,4,20.0405006,1
"Exp3_S1","RF14A10",12,14,0.5,33.57,1,2,4,23.5006438,1
"Exp3_S1","RF20A10",13,20,0.5,47.08,1,3,4,3.044654,1
"Exp3_S1","RF8A10",10,8,0.5,20.4,1,4,4,6.7846139,1
"Exp3_S1","RF8A2",2,8,0.1,8.27,1,5,4,16.0327094,1
"Exp3_S1","RF20A5",9,20,0.25,24.63,1,6,4,3.3056461,1
"Exp3_S1","RF10A2",3,10,0.1,8.79,1,7,4,15.1073394,1
"Exp3_S1","RF14A2",4,14,0.1,10.01,1,8,4,5.8359918,1
"Exp3_S1","RF14A5",8,14,0.25,18.18,1,9,4,8.1100306,1
"Exp3_S1","RF10A5",7,10,0.25,14.08,1,10,4,48.9985876,1
"Exp3_S1","RF10A10",11,10,0.5,24.73,1,11,4,3.2546184,1
"Exp3_S1","RF8A5",6,8,0.25,12.16,1,12,4,70.4875532,1
"Exp3_S1","RF0A0",1,0,0,7.22,1,13,4,14.4354981,1
"Exp3_S1","RF8A2",2,8,0.1,8.27,2,14,4,135.2022668,1
"Exp3_S1","RF0A0",1,0,0,7.22,2,15,4,28.578677,1
"Exp3_S1","RF14A10",12,14,0.5,33.57,2,16,4,2.8761873,1
"Exp3_S1","RF10A2",3,10,0.1,8.79,2,17,4,10.881359,1
"Exp3_S1","RF10A5",7,10,0.25,14.08,2,18,4,30.0700343,1
"Exp3_S1","RF14A2",4,14,0.1,10.01,2,19,4,52.0598952,1
"Exp3_S1","RF10A10",11,10,0.5,24.73,2,20,4,3.1487492,1
"Exp3_S1","RF20A5",9,20,0.25,24.63,2,21,4,2.3109214,1
"Exp3_S1","RF8A5",6,8,0.25,12.16,2,22,4,39.1399356,1
"Exp3_S1","RF20A10",13,20,0.5,47.08,2,23,4,2.5472104,1
"Exp3_S1","RF14A5",8,14,0.25,18.18,2,24,4,4.1673451,1
"Exp3_S1","RF20A2",5,20,0.1,12.12,2,25,4,34.9445563,1
"Exp3_S1","RF8A10",10,8,0.5,20.4,2,26,4,4.6588427,1
"Exp3_S1","RF20A2",5,20,0.1,12.12,1,1,5,23.8240158,1
"Exp3_S1","RF14A10",12,14,0.5,33.57,1,2,5,27.7323381,1
"Exp3_S1","RF20A10",13,20,0.5,47.08,1,3,5,5.0928128,1
"Exp3_S1","RF8A10",10,8,0.5,20.4,1,4,5,20.7602252,1
"Exp3_S1","RF8A2",2,8,0.1,8.27,1,5,5,41.6882286,1
"Exp3_S1","RF20A5",9,20,0.25,24.63,1,6,5,4.5534215,1
"Exp3_S1","RF10A2",3,10,0.1,8.79,1,7,5,96.3381095,1
"Exp3_S1","RF14A2",4,14,0.1,10.01,1,8,5,9.1318609,1
"Exp3_S1","RF14A5",8,14,0.25,18.18,1,9,5,8.9342875,1
"Exp3_S1","RF10A5",7,10,0.25,14.08,1,10,5,57.2626131,1
"Exp3_S1","RF10A10",11,10,0.5,24.73,1,11,5,4.342761,1
"Exp3_S1","RF8A5",6,8,0.25,12.16,1,12,5,180,0
"Exp3_S1","RF0A0",1,0,0,7.22,1,13,5,58.4908721,1
"Exp3_S1","RF8A2",2,8,0.1,8.27,2,14,5,180,0
"Exp3_S1","RF0A0",1,0,0,7.22,2,15,5,180,0
"Exp3_S1","RF14A10",12,14,0.5,33.57,2,16,5,3.6681412,1
"Exp3_S1","RF10A2",3,10,0.1,8.79,2,17,5,39.7928699,1
"Exp3_S1","RF10A5",7,10,0.25,14.08,2,18,5,175.7719354,1
"Exp3_S1","RF14A2",4,14,0.1,10.01,2,19,5,75.5955059,1
"Exp3_S1","RF10A10",11,10,0.5,24.73,2,20,5,3.5967598,1
"Exp3_S1","RF20A5",9,20,0.25,24.63,2,21,5,2.7028368,1
"Exp3_S1","RF8A5",6,8,0.25,12.16,2,22,5,58.0916728,1
"Exp3_S1","RF20A10",13,20,0.5,47.08,2,23,5,3.1471566,1
"Exp3_S1","RF14A5",8,14,0.25,18.18,2,24,5,6.1834334,1
"Exp3_S1","RF20A2",5,20,0.1,12.12,2,25,5,180,0
"Exp3_S1","RF8A10",10,8,0.5,20.4,2,26,5,33.2024623,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,1,1,1,3.7433083,1
"Exp3_S12","RF0A0",1,0,0,7.22,1,2,1,3.378842,1
"Exp3_S12","RF20A10",13,20,0.5,47.08,1,3,1,4.0128148,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,1,4,1,2.6595089,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,1,5,1,7.3365516,1
"Exp3_S12","RF14A10",12,14,0.5,33.57,1,6,1,4.2983321,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,1,7,1,4.1866941,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,1,8,1,8.775302,1
"Exp3_S12","RF10A10",11,10,0.5,24.73,1,9,1,9.1311395,1
"Exp3_S12","RF14A2",4,14,0.1,10.01,1,10,1,12.6166935,1
"Exp3_S12","RF8A2",2,8,0.1,8.27,1,11,1,17.8514387,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,1,12,1,9.3896988,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,1,13,1,8.7691579,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,2,14,1,15.5862965,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,2,15,1,7.4836082,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,2,16,1,13.0235858,1
"Exp3_S12","RF14A2",4,14,0.1,10.01,2,17,1,11.5464106,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,2,18,1,8.5314522,1
"Exp3_S12","RF0A0",1,0,0,7.22,2,19,1,6.8795041,1
"Exp3_S12","RF20A10",13,20,0.5,47.08,2,20,1,3.2862467,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,2,21,1,6.3209765,1
"Exp3_S12","RF8A2",2,8,0.1,8.27,2,22,1,3.017609,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,2,23,1,5.9393258,1
"Exp3_S12","RF10A10",11,10,0.5,24.73,2,24,1,2.309483,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,2,25,1,10.9568622,1
"Exp3_S12","RF14A10",12,14,0.5,33.57,2,26,1,3.0469828,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,1,1,2,4.7033545,1
"Exp3_S12","RF0A0",1,0,0,7.22,1,2,2,4.5148618,1
"Exp3_S12","RF20A10",13,20,0.5,47.08,1,3,2,6.1727461,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,1,4,2,3.8515512,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,1,5,2,8.4246059,1
"Exp3_S12","RF14A10",12,14,0.5,33.57,1,6,2,5.8903439,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,1,7,2,6.8428067,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,1,8,2,9.8793884,1
"Exp3_S12","RF10A10",11,10,0.5,24.73,1,9,2,10.2430161,1
"Exp3_S12","RF14A2",4,14,0.1,10.01,1,10,2,15.6965242,1
"Exp3_S12","RF8A2",2,8,0.1,8.27,1,11,2,19.5555712,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,1,12,2,11.3578109,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,1,13,2,10.7612794,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,2,14,2,17.354159,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,2,15,2,25.0914119,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,2,16,2,15.5357182,1
"Exp3_S12","RF14A2",4,14,0.1,10.01,2,17,2,12.7302972,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,2,18,2,12.34721,1
"Exp3_S12","RF0A0",1,0,0,7.22,2,19,2,11.8233496,1
"Exp3_S12","RF20A10",13,20,0.5,47.08,2,20,2,5.7341617,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,2,21,2,8.4811351,1
"Exp3_S12","RF8A2",2,8,0.1,8.27,2,22,2,5.5854915,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,2,23,2,17.4433914,1
"Exp3_S12","RF10A10",11,10,0.5,24.73,2,24,2,5.037547,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,2,25,2,14.5247877,1
"Exp3_S12","RF14A10",12,14,0.5,33.57,2,26,2,4.2310736,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,1,1,3,5.8313418,1
"Exp3_S12","RF0A0",1,0,0,7.22,1,2,3,6.7868731,1
"Exp3_S12","RF20A10",13,20,0.5,47.08,1,3,3,7.468913,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,1,4,3,10.2035684,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,1,5,3,11.4403302,1
"Exp3_S12","RF14A10",12,14,0.5,33.57,1,6,3,7.3704789,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,1,7,3,7.9547605,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,1,8,3,19.5270771,1
"Exp3_S12","RF10A10",11,10,0.5,24.73,1,9,3,11.5551609,1
"Exp3_S12","RF14A2",4,14,0.1,10.01,1,10,3,17.6647907,1
"Exp3_S12","RF8A2",2,8,0.1,8.27,1,11,3,21.0033341,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,1,12,3,12.7656746,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,1,13,3,54.5366429,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,2,14,3,18.6340473,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,2,15,3,39.3472601,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,2,16,3,16.7597597,1
"Exp3_S12","RF14A2",4,14,0.1,10.01,2,17,3,16.5381818,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,2,18,3,14.8591521,1
"Exp3_S12","RF0A0",1,0,0,7.22,2,19,3,13.8712052,1
"Exp3_S12","RF20A10",13,20,0.5,47.08,2,20,3,6.7582154,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,2,21,3,10.4809033,1
"Exp3_S12","RF8A2",2,8,0.1,8.27,2,22,3,16.5535707,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,2,23,3,68.4024871,1
"Exp3_S12","RF10A10",11,10,0.5,24.73,2,24,3,7.6133916,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,2,25,3,16.5087292,1
"Exp3_S12","RF14A10",12,14,0.5,33.57,2,26,3,5.4949751,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,1,1,4,11.1192723,1
"Exp3_S12","RF0A0",1,0,0,7.22,1,2,4,60.1944606,1
"Exp3_S12","RF20A10",13,20,0.5,47.08,1,3,4,9.8289577,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,1,4,4,13.0994035,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,1,5,4,56.311515,1
"Exp3_S12","RF14A10",12,14,0.5,33.57,1,6,4,8.7864642,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,1,7,4,9.1147035,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,1,8,4,38.1591522,1
"Exp3_S12","RF10A10",11,10,0.5,24.73,1,9,4,12.9949347,1
"Exp3_S12","RF14A2",4,14,0.1,10.01,1,10,4,180,0
"Exp3_S12","RF8A2",2,8,0.1,8.27,1,11,4,25.3712275,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,1,12,4,69.1406386,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,1,13,4,69.2963115,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,2,14,4,20.7540453,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,2,15,4,42.2590956,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,2,16,4,42.0151318,1
"Exp3_S12","RF14A2",4,14,0.1,10.01,2,17,4,18.7941923,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,2,18,4,26.6589665,1
"Exp3_S12","RF0A0",1,0,0,7.22,2,19,4,17.743126,1
"Exp3_S12","RF20A10",13,20,0.5,47.08,2,20,4,8.5982019,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,2,21,4,16.633125,1
"Exp3_S12","RF8A2",2,8,0.1,8.27,2,22,4,21.4171944,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,2,23,4,164.497095,1
"Exp3_S12","RF10A10",11,10,0.5,24.73,2,24,4,41.972896,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,2,25,4,18.5727668,1
"Exp3_S12","RF14A10",12,14,0.5,33.57,2,26,4,6.7430367,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,1,1,5,25.1270797,1
"Exp3_S12","RF0A0",1,0,0,7.22,1,2,5,180,0
"Exp3_S12","RF20A10",13,20,0.5,47.08,1,3,5,11.2446974,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,1,4,5,31.0468218,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,1,5,5,180,0
"Exp3_S12","RF14A10",12,14,0.5,33.57,1,6,5,13.2022793,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,1,7,5,31.6342231,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,1,8,5,131.3576084,1
"Exp3_S12","RF10A10",11,10,0.5,24.73,1,9,5,35.5949766,1
"Exp3_S12","RF14A2",4,14,0.1,10.01,1,10,5,180,0
"Exp3_S12","RF8A2",2,8,0.1,8.27,1,11,5,151.5696204,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,1,12,5,126.7878489,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,1,13,5,133.6714326,1
"Exp3_S12","RF10A5",7,10,0.25,14.08,2,14,5,21.8340812,1
"Exp3_S12","RF20A2",5,20,0.1,12.12,2,15,5,134.9460431,1
"Exp3_S12","RF14A5",8,14,0.25,18.18,2,16,5,180,0
"Exp3_S12","RF14A2",4,14,0.1,10.01,2,17,5,19.7780723,1
"Exp3_S12","RF20A5",9,20,0.25,24.63,2,18,5,180,0
"Exp3_S12","RF0A0",1,0,0,7.22,2,19,5,19.2313898,1
"Exp3_S12","RF20A10",13,20,0.5,47.08,2,20,5,9.5581369,1
"Exp3_S12","RF8A10",10,8,0.5,20.4,2,21,5,33.3366054,1
"Exp3_S12","RF8A2",2,8,0.1,8.27,2,22,5,45.2812359,1
"Exp3_S12","RF8A5",6,8,0.25,12.16,2,23,5,180,0
"Exp3_S12","RF10A10",11,10,0.5,24.73,2,24,5,48.3328063,1
"Exp3_S12","RF10A2",3,10,0.1,8.79,2,25,5,180,0
"Exp3_S12","RF14A10",12,14,0.5,33.57,2,26,5,7.6309548,1
"Exp3_S14","RF10A2",3,10,0.1,8.79,1,1,1,7.2396664,1
"Exp3_S14","RF20A2",5,20,0.1,12.12,1,2,1,3.7452255,1
"Exp3_S14","RF14A2",4,14,0.1,10.01,1,3,1,3.3691878,1
"Exp3_S14","RF10A5",7,10,0.25,14.08,1,4,1,1.6676698,1
"Exp3_S14","RF8A5",6,8,0.25,12.16,1,5,1,7.857471,1
"Exp3_S14","RF14A5",8,14,0.25,18.18,1,6,1,1.9519818,1
"Exp3_S14","RF8A10",10,8,0.5,20.4,1,7,1,2.0327995,1
"Exp3_S14","RF14A10",12,14,0.5,33.57,1,8,1,1.5487482,1
"Exp3_S14","RF20A10",13,20,0.5,47.08,1,9,1,1.0158402,1
"Exp3_S14","RF8A2",2,8,0.1,8.27,1,10,1,31.4938313,1
"Exp3_S14","RF10A10",11,10,0.5,24.73,1,11,1,2.2649263,1
"Exp3_S14","RF0A0",1,0,0,7.22,1,12,1,1.6974969,1
"Exp3_S14","RF20A5",9,20,0.25,24.63,1,13,1,3.3314397,1
"Exp3_S14","RF14A2",4,14,0.1,10.01,2,14,1,9.0060032,1
"Exp3_S14","RF20A5",9,20,0.25,24.63,2,15,1,2.6043264,1
"Exp3_S14","RF8A5",6,8,0.25,12.16,2,16,1,3.0053138,1
"Exp3_S14","RF20A2",5,20,0.1,12.12,2,17,1,2.6407338,1
"Exp3_S14","RF14A10",12,14,0.5,33.57,2,18,1,2.6836861,1
"Exp3_S14","RF14A5",8,14,0.25,18.18,2,19,1,1.3068046,1
"Exp3_S14","RF10A10",11,10,0.5,24.73,2,20,1,1.1732,1
"Exp3_S14","RF20A10",13,20,0.5,47.08,2,21,1,1.0058898,1
"Exp3_S14","RF8A10",10,8,0.5,20.4,2,22,1,1.2069397,1
"Exp3_S14","RF8A2",2,8,0.1,8.27,2,23,1,2.0706464,1
"Exp3_S14","RF10A2",3,10,0.1,8.79,2,24,1,2.1297988,1
"Exp3_S14","RF10A5",7,10,0.25,14.08,2,25,1,1.3190082,1
"Exp3_S14","RF0A0",1,0,0,7.22,2,26,1,11.9602892,1
"Exp3_S14","RF10A2",3,10,0.1,8.79,1,1,2,9.271714,1
"Exp3_S14","RF20A2",5,20,0.1,12.12,1,2,2,28.2889453,1
"Exp3_S14","RF14A2",4,14,0.1,10.01,1,3,2,4.0729338,1
"Exp3_S14","RF10A5",7,10,0.25,14.08,1,4,2,7.5076656,1
"Exp3_S14","RF8A5",6,8,0.25,12.16,1,5,2,11.425149,1
"Exp3_S14","RF14A5",8,14,0.25,18.18,1,6,2,3.1280943,1
"Exp3_S14","RF8A10",10,8,0.5,20.4,1,7,2,2.9686036,1
"Exp3_S14","RF14A10",12,14,0.5,33.57,1,8,2,2.0927098,1
"Exp3_S14","RF20A10",13,20,0.5,47.08,1,9,2,1.7437295,1
"Exp3_S14","RF8A2",2,8,0.1,8.27,1,10,2,180,0
"Exp3_S14","RF10A10",11,10,0.5,24.73,1,11,2,3.9771801,1
"Exp3_S14","RF0A0",1,0,0,7.22,1,12,2,2.4414509,1
"Exp3_S14","RF20A5",9,20,0.25,24.63,1,13,2,4.1608635,1
"Exp3_S14","RF14A2",4,14,0.1,10.01,2,14,2,18.4299871,1
"Exp3_S14","RF20A5",9,20,0.25,24.63,2,15,2,3.4042157,1
"Exp3_S14","RF8A5",6,8,0.25,12.16,2,16,2,6.7971666,1
"Exp3_S14","RF20A2",5,20,0.1,12.12,2,17,2,7.9287085,1
"Exp3_S14","RF14A10",12,14,0.5,33.57,2,18,2,3.4194588,1
"Exp3_S14","RF14A5",8,14,0.25,18.18,2,19,2,2.1606988,1
"Exp3_S14","RF10A10",11,10,0.5,24.73,2,20,2,3.2051382,1
"Exp3_S14","RF20A10",13,20,0.5,47.08,2,21,2,1.6779684,1
"Exp3_S14","RF8A10",10,8,0.5,20.4,2,22,2,1.8148883,1
"Exp3_S14","RF8A2",2,8,0.1,8.27,2,23,2,4.7988791,1
"Exp3_S14","RF10A2",3,10,0.1,8.79,2,24,2,3.3214099,1
"Exp3_S14","RF10A5",7,10,0.25,14.08,2,25,2,2.8153423,1
"Exp3_S14","RF0A0",1,0,0,7.22,2,26,2,15.4640992,1
"Exp3_S14","RF10A2",3,10,0.1,8.79,1,1,3,16.3995846,1
"Exp3_S14","RF20A2",5,20,0.1,12.12,1,2,3,32.2969674,1
"Exp3_S14","RF14A2",4,14,0.1,10.01,1,3,3,5.27301,1
"Exp3_S14","RF10A5",7,10,0.25,14.08,1,4,3,8.3315707,1
"Exp3_S14","RF8A5",6,8,0.25,12.16,1,5,3,19.9930014,1
"Exp3_S14","RF14A5",8,14,0.25,18.18,1,6,3,4.8558836,1
"Exp3_S14","RF8A10",10,8,0.5,20.4,1,7,3,4.8566554,1
"Exp3_S14","RF14A10",12,14,0.5,33.57,1,8,3,3.7327521,1
"Exp3_S14","RF20A10",13,20,0.5,47.08,1,9,3,2.6398182,1
"Exp3_S14","RF8A2",2,8,0.1,8.27,1,10,3,180,0
"Exp3_S14","RF10A10",11,10,0.5,24.73,1,11,3,4.6728698,1
"Exp3_S14","RF0A0",1,0,0,7.22,1,12,3,3.2494042,1
"Exp3_S14","RF20A5",9,20,0.25,24.63,1,13,3,4.9156097,1
"Exp3_S14","RF14A2",4,14,0.1,10.01,2,14,3,25.5738548,1
"Exp3_S14","RF20A5",9,20,0.25,24.63,2,15,3,4.2201471,1
"Exp3_S14","RF8A5",6,8,0.25,12.16,2,16,3,18.797275,1
"Exp3_S14","RF20A2",5,20,0.1,12.12,2,17,3,23.384549,1
"Exp3_S14","RF14A10",12,14,0.5,33.57,2,18,3,4.1473305,1
"Exp3_S14","RF14A5",8,14,0.25,18.18,2,19,3,2.6507774,1
"Exp3_S14","RF10A10",11,10,0.5,24.73,2,20,3,5.2289173,1
"Exp3_S14","RF20A10",13,20,0.5,47.08,2,21,3,2.3575705,1
"Exp3_S14","RF8A10",10,8,0.5,20.4,2,22,3,2.227064,1
"Exp3_S14","RF8A2",2,8,0.1,8.27,2,23,3,139.0367222,1
"Exp3_S14","RF10A2",3,10,0.1,8.79,2,24,3,11.3133945,1
"Exp3_S14","RF10A5",7,10,0.25,14.08,2,25,3,5.7593145,1
"Exp3_S14","RF0A0",1,0,0,7.22,2,26,3,25.0799425,1
"Exp3_S14","RF10A2",3,10,0.1,8.79,1,1,4,31.3275501,1
"Exp3_S14","RF20A2",5,20,0.1,12.12,1,2,4,51.720786,1
"Exp3_S14","RF14A2",4,14,0.1,10.01,1,3,4,7.8011414,1
