"Subject_ID","Condition_name","Condition_number","Radial_frequency","Amplitude","perimeter_cm","Block","Order","TargetNumber","TimeOfEvent","Found_or_Censored","TargetPos_X","TargetPos_Y"
"Exp2B_S1","RF14A5",8,14,0.25,14.55,1,1,1,2.66220960000001,1,-9.89611145868167,-8.37604465961863
"Exp2B_S1","RF10A2",3,10,0.1,8,1,2,1,1.46249869999997,1,-7.46610875365722,12.905158715635
"Exp2B_S1","RF8A5",6,8,0.25,9.72,1,3,1,1.87932010000003,1,-4.18814188990657,-7.86365390263334
"Exp2B_S1","RF20A2",5,20,0.1,11.03,1,4,1,2.91452860000004,1,6.32683552073368,9.93786900261949
"Exp2B_S1","RF10A5",7,10,0.25,11.26,1,5,1,1.5435652000001,1,-8.49224213798561,-7.40846454398601
"Exp2B_S1","RF14A2",4,14,0.1,9.1,1,6,1,8.00478559999999,1,-15.1118358799193,-9.83694378064894
"Exp2B_S1","RF0A0",1,0,0,7.22,1,7,1,2.44797840000001,1,-11.9022122488894,5.68151834071744
"Exp2B_S1","RF20A10",13,20,0.5,31.54,1,8,1,1.33864360000007,1,-11.1773301466174,-7.0534961593732
"Exp2B_S1","RF10A10",11,10,0.5,16.57,1,9,1,2.12233949999995,1,-7.72741411734212,-4.71799604492059
"Exp2B_S1","RF14A10",12,14,0.5,22.49,1,10,1,2.6831537999999,1,-12.3843740209517,6.12695530336423
"Exp2B_S1","RF8A10",10,8,0.5,13.67,1,11,1,1.38065710000001,1,3.87274012229096,-0.573042439783709
"Exp2B_S1","RF8A2",2,8,0.1,7.52,1,12,1,1.4302474000001,1,2.53503825667961,-9.10386163000226
"Exp2B_S1","RF20A5",9,20,0.25,19.71,1,13,1,1.27803429999994,1,5.44130659547454,-2.81047281958743
"Exp2B_S1","RF10A5",7,10,0.25,11.26,2,14,1,3.35110669999995,1,-5.43836444047534,1.63851312838606
"Exp2B_S1","RF8A5",6,8,0.25,9.72,2,15,1,2.39302909999992,1,-9.38139480797128,-12.2443343375736
"Exp2B_S1","RF10A10",11,10,0.5,16.57,2,16,1,1.33792860000017,1,-10.4890373596682,-11.0305282048014
"Exp2B_S1","RF14A5",8,14,0.25,14.55,2,17,1,1.50744069999996,1,-13.9149250258613,-3.66837003918482
"Exp2B_S1","RF20A10",13,20,0.5,31.54,2,18,1,1.25500950000014,1,0.836884834256644,5.51990449182469
"Exp2B_S1","RF20A2",5,20,0.1,11.03,2,19,1,1.26257129999999,1,-7.50585198023524,11.9465075091685
"Exp2B_S1","RF14A10",12,14,0.5,22.49,2,20,1,1.07684879999988,1,8.55383648135314,2.68550027667777
"Exp2B_S1","RF8A2",2,8,0.1,7.52,2,21,1,2.94844880000005,1,-8.09767679810187,-1.33514303322368
"Exp2B_S1","RF0A0",1,0,0,7.22,2,22,1,1.66051749999997,1,-4.24650053317805,-9.73661898671704
"Exp2B_S1","RF10A2",3,10,0.1,8,2,23,1,6.21249970000008,1,-4.86288730128389,-14.253694287835
"Exp2B_S1","RF14A2",4,14,0.1,9.1,2,24,1,1.27025609999987,1,-1.17428094951195,7.48465876238424
"Exp2B_S1","RF8A10",10,8,0.5,13.67,2,25,1,2.26295400000026,1,10.8000746072475,-15.2120329081508
"Exp2B_S1","RF20A5",9,20,0.25,19.71,2,26,1,2.10717109999996,1,14.1538008495766,-8.31688821131583
"Exp2B_S1","RF14A5",8,14,0.25,14.55,1,1,2,9.6943502,1,-15.5079106457566,13.073035122323
"Exp2B_S1","RF10A2",3,10,0.1,8,1,2,2,2.55050399999999,1,-14.9653507983751,8.37762452138105
"Exp2B_S1","RF8A5",6,8,0.25,9.72,1,3,2,3.83914959999998,1,11.0997779220328,-13.058015654548
"Exp2B_S1","RF20A2",5,20,0.1,11.03,1,4,2,5.15441269999997,1,13.8929789590823,-2.78536711887632
"Exp2B_S1","RF10A5",7,10,0.25,11.26,1,5,2,2.2273947000001,1,-5.03739788818692,5.44191762683023
"Exp2B_S1","RF14A2",4,14,0.1,9.1,1,6,2,9.66091530000006,1,-5.58300348659242,-15.2496401408299
"Exp2B_S1","RF0A0",1,0,0,7.22,1,7,2,14.6795023,1,14.2116377175183,7.26137821686596
"Exp2B_S1","RF20A10",13,20,0.5,31.54,1,8,2,2.31086449999998,1,-1.37749944577841,-10.8714450852758
"Exp2B_S1","RF10A10",11,10,0.5,16.57,1,9,2,3.07765489999997,1,-0.852639819268401,-9.94306956175394
"Exp2B_S1","RF14A10",12,14,0.5,22.49,1,10,2,3.29119359999981,1,-14.4879517600931,-3.17422431977053
"Exp2B_S1","RF8A10",10,8,0.5,13.67,1,11,2,3.16479550000008,1,12.1294077185711,14.0221043536503
"Exp2B_S1","RF8A2",2,8,0.1,7.52,1,12,2,10.5660990000001,1,2.33453430821033,7.13067863446888
"Exp2B_S1","RF20A5",9,20,0.25,19.71,1,13,2,2.14994290000004,1,10.7412631316752,-9.17005778105483
"Exp2B_S1","RF10A5",7,10,0.25,11.26,2,14,2,9.36696929999994,1,-14.3903153789378,10.6457858967673
"Exp2B_S1","RF8A5",6,8,0.25,9.72,2,15,2,3.20123020000005,1,-2.07717757777421,-7.3605542967973
"Exp2B_S1","RF10A10",11,10,0.5,16.57,2,16,2,2.17727880000007,1,-13.1229616459614,2.08983718802333
"Exp2B_S1","RF14A5",8,14,0.25,14.55,2,17,2,2.37760980000007,1,1.00860492478831,-13.7312040455254
"Exp2B_S1","RF20A10",13,20,0.5,31.54,2,18,2,1.86288660000014,1,8.68094333825994,10.4168991709917
"Exp2B_S1","RF20A2",5,20,0.1,11.03,2,19,2,2.37415940000005,1,10.9830820615862,-9.58960526167662
"Exp2B_S1","RF14A10",12,14,0.5,22.49,2,20,2,1.99659609999981,1,-5.40526923773391,-1.26939888303677
"Exp2B_S1","RF8A2",2,8,0.1,7.52,2,21,2,4.46063819999995,1,5.21486325320666,15.3446512182215
"Exp2B_S1","RF0A0",1,0,0,7.22,2,22,2,2.50024819999999,1,-12.7767493178804,-0.382327578753255
"Exp2B_S1","RF10A2",3,10,0.1,8,2,23,2,13.8286339000001,1,-11.0668770208815,15.9572299201041
"Exp2B_S1","RF14A2",4,14,0.1,9.1,2,24,2,2.38205559999983,1,-4.93583987616275,-8.36635399253279
"Exp2B_S1","RF8A10",10,8,0.5,13.67,2,25,2,3.50296000000026,1,4.47466693153614,-15.3275031825739
"Exp2B_S1","RF20A5",9,20,0.25,19.71,2,26,2,2.92313869999998,1,6.45593244963008,-1.37133914085019
"Exp2B_S1","RF14A5",8,14,0.25,14.55,1,1,3,10.6621263,1,-15.8730017936886,5.84404981920555
"Exp2B_S1","RF10A2",3,10,0.1,8,1,2,3,7.94248149999999,1,-12.4048834241599,-9.14151440363305
"Exp2B_S1","RF8A5",6,8,0.25,9.72,1,3,3,5.9511564,1,10.7730211989859,0.465697846131899
"Exp2B_S1","RF20A2",5,20,0.1,11.03,1,4,3,20.7140214,1,-15.9058655517814,-12.0143379394849
"Exp2B_S1","RF10A5",7,10,0.25,11.26,1,5,3,3.2635295,1,2.88685909049595,9.43629254569637
"Exp2B_S1","RF14A2",4,14,0.1,9.1,1,6,3,21.4849669,1,14.4636890359684,6.73662244952705
"Exp2B_S1","RF0A0",1,0,0,7.22,1,7,3,66.2227858,1,10.6690529834124,-12.5603399978703
"Exp2B_S1","RF20A10",13,20,0.5,31.54,1,8,3,4.33037910000007,1,13.9555867688199,10.8518760482696
"Exp2B_S1","RF10A10",11,10,0.5,16.57,1,9,3,13.2022938,1,8.30977574138522,8.88119430645035
"Exp2B_S1","RF14A10",12,14,0.5,22.49,1,10,3,4.07505809999998,1,0.947183279161308,-4.13958333106393
"Exp2B_S1","RF8A10",10,8,0.5,13.67,1,11,3,4.40492390000009,1,-12.3760999821158,10.5622107575857
