"Subject_ID","Condition_name","Radial_frequency","Amplitude","perimeter_cm","Condition_number","RMST"
"Exp4_S10","RF14A5",14,0.25,14.55,8,8.10818857
"Exp4_S10","RF20A5",20,0.25,19.71,9,5.35349925
"Exp4_S10","RF8A10",8,0.5,13.67,10,4.16876991
"Exp4_S10","RF10A10",10,0.5,16.57,11,6.60211287
"Exp4_S10","RF14A10",14,0.5,22.49,12,28.61316514
"Exp4_S10","RF20A10",20,0.5,31.54,13,2.92875343
"Exp4_S11","RF0A0",0,0,7.22,1,32.07450149
"Exp4_S11","RF8A2",8,0.1,7.52,2,33.96771296
"Exp4_S11","RF10A2",10,0.1,8,3,42.76633628
"Exp4_S11","RF14A2",14,0.1,9.1,4,20.50435351
"Exp4_S11","RF20A2",20,0.1,11.03,5,57.35028624
"Exp4_S11","RF8A5",8,0.25,9.72,6,42.96362921
"Exp4_S11","RF10A5",10,0.25,11.26,7,37.9193644
"Exp4_S11","RF14A5",14,0.25,14.55,8,7.35513179
"Exp4_S11","RF20A5",20,0.25,19.71,9,13.39685221
"Exp4_S11","RF8A10",8,0.5,13.67,10,36.34366602
"Exp4_S11","RF10A10",10,0.5,16.57,11,20.91022123
"Exp4_S11","RF14A10",14,0.5,22.49,12,11.6562072
"Exp4_S11","RF20A10",20,0.5,31.54,13,3.91570434
"Exp4_S13","RF0A0",0,0,7.22,1,36.32045327
"Exp4_S13","RF8A2",8,0.1,7.52,2,35.42570115
"Exp4_S13","RF10A2",10,0.1,8,3,62.28660606
"Exp4_S13","RF14A2",14,0.1,9.1,4,33.921989
"Exp4_S13","RF20A2",20,0.1,11.03,5,9.69446928
"Exp4_S13","RF8A5",8,0.25,9.72,6,93.80087848
"Exp4_S13","RF10A5",10,0.25,11.26,7,85.12778268
"Exp4_S13","RF14A5",14,0.25,14.55,8,22.83751101
"Exp4_S13","RF20A5",20,0.25,19.71,9,3.35557362
"Exp4_S13","RF8A10",8,0.5,13.67,10,22.03633917
"Exp4_S13","RF10A10",10,0.5,16.57,11,18.24020823
"Exp4_S13","RF14A10",14,0.5,22.49,12,6.56688154
"Exp4_S13","RF20A10",20,0.5,31.54,13,5.3780536
