"Subject_ID","Condition_name","Radial_frequency","Amplitude","perimeter_cm","Condition_number","RMST"
"Exp3_S14","RF14A5",14,0.25,18.18,8,13.57063977
"Exp3_S14","RF20A5",20,0.25,24.63,9,14.84908076
"Exp3_S14","RF8A10",8,0.5,20.4,10,4.50734719
"Exp3_S14","RF10A10",10,0.5,24.73,11,4.64061652
"Exp3_S14","RF14A10",14,0.5,33.57,12,4.48335014
"Exp3_S14","RF20A10",20,0.5,47.08,13,2.36756729
"Exp3_S15","RF0A0",0,0,7.22,1,5.94748131
"Exp3_S15","RF8A2",8,0.1,8.27,2,14.80313319
"Exp3_S15","RF10A2",10,0.1,8.79,3,30.13882691
"Exp3_S15","RF14A2",14,0.1,10.01,4,22.9554351
"Exp3_S15","RF20A2",20,0.1,12.12,5,58.07717774
"Exp3_S15","RF8A5",8,0.25,12.16,6,42.33614015
"Exp3_S15","RF10A5",10,0.25,14.08,7,26.66635683
"Exp3_S15","RF14A5",14,0.25,18.18,8,20.64852397
"Exp3_S15","RF20A5",20,0.25,24.63,9,4.96122897
"Exp3_S15","RF8A10",8,0.5,20.4,10,4.04217953
"Exp3_S15","RF10A10",10,0.5,24.73,11,5.96413627
"Exp3_S15","RF14A10",14,0.5,33.57,12,2.48033909
"Exp3_S15","RF20A10",20,0.5,47.08,13,2.36330766
"Exp3_S16","RF0A0",0,0,7.22,1,3.7495027
"Exp3_S16","RF8A2",8,0.1,8.27,2,34.0975183
"Exp3_S16","RF10A2",10,0.1,8.79,3,21.48531265
"Exp3_S16","RF14A2",14,0.1,10.01,4,59.93786253
"Exp3_S16","RF20A2",20,0.1,12.12,5,7.02942687
"Exp3_S16","RF8A5",8,0.25,12.16,6,10.09559137
"Exp3_S16","RF10A5",10,0.25,14.08,7,15.27026713
"Exp3_S16","RF14A5",14,0.25,18.18,8,14.66453949
"Exp3_S16","RF20A5",20,0.25,24.63,9,16.48121325
"Exp3_S16","RF8A10",8,0.5,20.4,10,4.21565454
"Exp3_S16","RF10A10",10,0.5,24.73,11,3.4729357
"Exp3_S16","RF14A10",14,0.5,33.57,12,3.1211651
"Exp3_S16","RF20A10",20,0.5,47.08,13,2.49430395
"Exp3_S17","RF0A0",0,0,7.22,1,48.12383051
"Exp3_S17","RF8A2",8,0.1,8.27,2,19.5442349
"Exp3_S17","RF10A2",10,0.1,8.79,3,6.66749304
"Exp3_S17","RF14A2",14,0.1,10.01,4,55.94753167
"Exp3_S17","RF20A2",20,0.1,12.12,5,25.20457247
"Exp3_S17","RF8A5",8,0.25,12.16,6,14.15415329
"Exp3_S17","RF10A5",10,0.25,14.08,7,18.99825123
"Exp3_S17","RF14A5",14,0.25,18.18,8,7.06125372
"Exp3_S17","RF20A5",20,0.25,24.63,9,3.12256447
"Exp3_S17","RF8A10",8,0.5,20.4,10,6.81465126
"Exp3_S17","RF10A10",10,0.5,24.73,11,4.52703695
"Exp3_S17","RF14A10",14,0.5,33.57,12,3.57562296
"Exp3_S17","RF20A10",20,0.5,47.08,13,3.15580672
"Exp3_S18","RF0A0",0,0,7.22,1,3.07771241
"Exp3_S18","RF8A2",8,0.1,8.27,2,25.6246982
"Exp3_S18","RF10A2",10,0.1,8.79,3,5.80763691
"Exp3_S18","RF14A2",14,0.1,10.01,4,19.35529829
"Exp3_S18","RF20A2",20,0.1,12.12,5,45.01401682
"Exp3_S18","RF8A5",8,0.25,12.16,6,51.86407786
"Exp3_S18","RF10A5",10,0.25,14.08,7,27.95119192
"Exp3_S18","RF14A5",14,0.25,18.18,8,3.04220356
"Exp3_S18","RF20A5",20,0.25,24.63,9,6.92143871
"Exp3_S18","RF8A10",8,0.5,20.4,10,7.08774792
"Exp3_S18","RF10A10",10,0.5,24.73,11,5.94297256
"Exp3_S18","RF14A10",14,0.5,33.57,12,3.30282176
"Exp3_S18","RF20A10",20,0.5,47.08,13,3.3103742
"Exp3_S19","RF0A0",0,0,7.22,1,2.78651312
"Exp3_S19","RF8A2",8,0.1,8.27,2,4.57996068
"Exp3_S19","RF10A2",10,0.1,8.79,3,22.45019267
"Exp3_S19","RF14A2",14,0.1,10.01,4,18.53579952
"Exp3_S19","RF20A2",20,0.1,12.12,5,31.01982935
"Exp3_S19","RF8A5",8,0.25,12.16,6,4.1781409
"Exp3_S19","RF10A5",10,0.25,14.08,7,8.29975351
"Exp3_S19","RF14A5",14,0.25,18.18,8,14.46997047
"Exp3_S19","RF20A5",20,0.25,24.63,9,3.26196588
"Exp3_S19","RF8A10",8,0.5,20.4,10,3.01108635
"Exp3_S19","RF10A10",10,0.5,24.73,11,2.27637564
"Exp3_S19","RF14A10",14,0.5,33.57,12,2.36788044
"Exp3_S19","RF20A10",20,0.5,47.08,13,2.02778326
"Exp3_S2","RF0A0",0,0,7.22,1,3.64240822
"Exp3_S2","RF8A2",8,0.1,8.27,2,54.17983495
"Exp3_S2","RF10A2",10,0.1,8.79,3,38.96890324
"Exp3_S2","RF14A2",14,0.1,10.01,4,66.39358009
"Exp3_S2","RF20A2",20,0.1,12.12,5,57.03276608
"Exp3_S2","RF8A5",8,0.25,12.16,6,21.90466646
"Exp3_S2","RF10A5",10,0.25,14.08,7,26.79382418
"Exp3_S2","RF14A5",14,0.25,18.18,8,10.50107887
"Exp3_S2","RF20A5",20,0.25,24.63,9,2.73345287
"Exp3_S2","RF8A10",8,0.5,20.4,10,5.10446359
"Exp3_S2","RF10A10",10,0.5,24.73,11,2.65824152
"Exp3_S2","RF14A10",14,0.5,33.57,12,3.37695999
"Exp3_S2","RF20A10",20,0.5,47.08,13,2.96273231
"Exp3_S3","RF0A0",0,0,7.22,1,11.8074108
"Exp3_S3","RF8A2",8,0.1,8.27,2,80.80278055
"Exp3_S3","RF10A2",10,0.1,8.79,3,33.50209249
"Exp3_S3","RF14A2",14,0.1,10.01,4,39.30439724
"Exp3_S3","RF20A2",20,0.1,12.12,5,15.98397002
"Exp3_S3","RF8A5",8,0.25,12.16,6,21.00945557
"Exp3_S3","RF10A5",10,0.25,14.08,7,38.66108429
"Exp3_S3","RF14A5",14,0.25,18.18,8,12.87400049
"Exp3_S3","RF20A5",20,0.25,24.63,9,21.84878091
"Exp3_S3","RF8A10",8,0.5,20.4,10,6.21448755
"Exp3_S3","RF10A10",10,0.5,24.73,11,12.00275028
"Exp3_S3","RF14A10",14,0.5,33.57,12,8.48152188
"Exp3_S3","RF20A10",20,0.5,47.08,13,3.27102208
"Exp3_S4","RF0A0",0,0,7.22,1,13.6144894
"Exp3_S4","RF8A2",8,0.1,8.27,2,17.5836212
"Exp3_S4","RF10A2",10,0.1,8.79,3,25.16790758
"Exp3_S4","RF14A2",14,0.1,10.01,4,18.3334031
"Exp3_S4","RF20A2",20,0.1,12.12,5,3.5751306
"Exp3_S4","RF8A5",8,0.25,12.16,6,15.6818015
"Exp3_S4","RF10A5",10,0.25,14.08,7,10.16381013
"Exp3_S4","RF14A5",14,0.25,18.18,8,3.87568981
"Exp3_S4","RF20A5",20,0.25,24.63,9,2.46565191
"Exp3_S4","RF8A10",8,0.5,20.4,10,4.38643537
"Exp3_S4","RF10A10",10,0.5,24.73,11,7.92724018
"Exp3_S4","RF14A10",14,0.5,33.57,12,2.89849883
"Exp3_S4","RF20A10",20,0.5,47.08,13,3.0809063
"Exp3_S5","RF0A0",0,0,7.22,1,3.50945496
"Exp3_S5","RF8A2",8,0.1,8.27,2,17.70938152
"Exp3_S5","RF10A2",10,0.1,8.79,3,10.01759776
"Exp3_S5","RF14A2",14,0.1,10.01,4,26.80109926
"Exp3_S5","RF20A2",20,0.1,12.12,5,8.15572004
"Exp3_S5","RF8A5",8,0.25,12.16,6,15.38132584
"Exp3_S5","RF10A5",10,0.25,14.08,7,5.92350104
"Exp3_S5","RF14A5",14,0.25,18.18,8,3.8489815
"Exp3_S5","RF20A5",20,0.25,24.63,9,7.07799242
"Exp3_S5","RF8A10",8,0.5,20.4,10,6.23594977
"Exp3_S5","RF10A10",10,0.5,24.73,11,2.54524656
"Exp3_S5","RF14A10",14,0.5,33.57,12,2.31221871
"Exp3_S5","RF20A10",20,0.5,47.08,13,1.91274676
"Exp3_S20","RF0A0",0,0,7.22,1,18.54912478
"Exp3_S20","RF8A2",8,0.1,8.27,2,39.38633521
"Exp3_S20","RF10A2",10,0.1,8.79,3,28.07593096
"Exp3_S20","RF14A2",14,0.1,10.01,4,8.73456764
"Exp3_S20","RF20A2",20,0.1,12.12,5,31.67032866
"Exp3_S20","RF8A5",8,0.25,12.16,6,15.81384902
"Exp3_S20","RF10A5",10,0.25,14.08,7,34.75964686
"Exp3_S20","RF14A5",14,0.25,18.18,8,7.80159872
"Exp3_S20","RF20A5",20,0.25,24.63,9,4.03884119
"Exp3_S20","RF8A10",8,0.5,20.4,10,3.79121314
"Exp3_S20","RF10A10",10,0.5,24.73,11,6.231506
"Exp3_S20","RF14A10",14,0.5,33.57,12,5.56841811
"Exp3_S20","RF20A10",20,0.5,47.08,13,3.50398549
"Exp3_S6","RF0A0",0,0,7.22,1,7.02550749
"Exp3_S6","RF8A2",8,0.1,8.27,2,21.74479541
"Exp3_S6","RF10A2",10,0.1,8.79,3,14.72492064
"Exp3_S6","RF14A2",14,0.1,10.01,4,14.49344376
"Exp3_S6","RF20A2",20,0.1,12.12,5,27.54012576
"Exp3_S6","RF8A5",8,0.25,12.16,6,9.55881801
"Exp3_S6","RF10A5",10,0.25,14.08,7,5.91937518
"Exp3_S6","RF14A5",14,0.25,18.18,8,12.75299705
"Exp3_S6","RF20A5",20,0.25,24.63,9,3.65217604
"Exp3_S6","RF8A10",8,0.5,20.4,10,5.05525572
"Exp3_S6","RF10A10",10,0.5,24.73,11,2.03886585
"Exp3_S6","RF14A10",14,0.5,33.57,12,2.43618073
"Exp3_S6","RF20A10",20,0.5,47.08,13,1.75418952
"Exp3_S7","RF0A0",0,0,7.22,1,21.77920812
"Exp3_S7","RF8A2",8,0.1,8.27,2,22.48247195
"Exp3_S7","RF10A2",10,0.1,8.79,3,14.36160963
"Exp3_S7","RF14A2",14,0.1,10.01,4,10.56474559
"Exp3_S7","RF20A2",20,0.1,12.12,5,55.71300943
"Exp3_S7","RF8A5",8,0.25,12.16,6,14.41811783
"Exp3_S7","RF10A5",10,0.25,14.08,7,21.76805105
"Exp3_S7","RF14A5",14,0.25,18.18,8,5.97833381
"Exp3_S7","RF20A5",20,0.25,24.63,9,6.62795154
"Exp3_S7","RF8A10",8,0.5,20.4,10,4.97210349
"Exp3_S7","RF10A10",10,0.5,24.73,11,3.2368357
"Exp3_S7","RF14A10",14,0.5,33.57,12,3.07912763
"Exp3_S7","RF20A10",20,0.5,47.08,13,2.45178075
"Exp3_S8","RF0A0",0,0,7.22,1,26.58816923
"Exp3_S8","RF8A2",8,0.1,8.27,2,38.97639897
"Exp3_S8","RF10A2",10,0.1,8.79,3,17.84728196
"Exp3_S8","RF14A2",14,0.1,10.01,4,25.97140851
"Exp3_S8","RF20A2",20,0.1,12.12,5,12.67256426
"Exp3_S8","RF8A5",8,0.25,12.16,6,8.44470785
"Exp3_S8","RF10A5",10,0.25,14.08,7,15.33098623
"Exp3_S8","RF14A5",14,0.25,18.18,8,10.69475013
"Exp3_S8","RF20A5",20,0.25,24.63,9,3.62242909
"Exp3_S8","RF8A10",8,0.5,20.4,10,6.09704139
"Exp3_S8","RF10A10",10,0.5,24.73,11,5.26723534
"Exp3_S8","RF14A10",14,0.5,33.57,12,3.3589168
"Exp3_S8","RF20A10",20,0.5,47.08,13,3.54705903
"Exp3_S9","RF0A0",0,0,7.22,1,5.74599749
"Exp3_S9","RF8A2",8,0.1,8.27,2,9.6611827
"Exp3_S9","RF10A2",10,0.1,8.79,3,10.84290571
"Exp3_S9","RF14A2",14,0.1,10.01,4,9.71309882
"Exp3_S9","RF20A2",20,0.1,12.12,5,31.1912046
"Exp3_S9","RF8A5",8,0.25,12.16,6,33.37057867
"Exp3_S9","RF10A5",10,0.25,14.08,7,21.08966413
"Exp3_S9","RF14A5",14,0.25,18.18,8,7.92259676
"Exp3_S9","RF20A5",20,0.25,24.63,9,5.06075765
"Exp3_S9","RF8A10",8,0.5,20.4,10,21.28443384
"Exp3_S9","RF10A10",10,0.5,24.73,11,5.07652566
"Exp3_S9","RF14A10",14,0.5,33.57,12,5.44462831
"Exp3_S9","RF20A10",20,0.5,47.08,13,3.27041347
"Exp3_S10","RF0A0",0,0,7.22,1,13.21696546
"Exp3_S10","RF8A2",8,0.1,8.27,2,27.10792148
"Exp3_S10","RF10A2",10,0.1,8.79,3,29.08490238
"Exp3_S10","RF14A2",14,0.1,10.01,4,46.43795171
"Exp3_S10","RF20A2",20,0.1,12.12,5,25.76471898
"Exp3_S10","RF8A5",8,0.25,12.16,6,8.87190959
"Exp3_S10","RF10A5",10,0.25,14.08,7,10.42991834
"Exp3_S10","RF14A5",14,0.25,18.18,8,10.30410141
"Exp3_S10","RF20A5",20,0.25,24.63,9,2.4168235
"Exp3_S10","RF8A10",8,0.5,20.4,10,3.42794674
"Exp3_S10","RF10A10",10,0.5,24.73,11,4.02065232
"Exp3_S10","RF14A10",14,0.5,33.57,12,3.51553695
"Exp3_S10","RF20A10",20,0.5,47.08,13,2.32335873
"Exp3_S11","RF0A0",0,0,7.22,1,3.38138484
"Exp3_S11","RF8A2",8,0.1,8.27,2,10.51819261
"Exp3_S11","RF10A2",10,0.1,8.79,3,21.67739923
"Exp3_S11","RF14A2",14,0.1,10.01,4,13.88249789
"Exp3_S11","RF20A2",20,0.1,12.12,5,20.34172086
"Exp3_S11","RF8A5",8,0.25,12.16,6,21.19500885
"Exp3_S11","RF10A5",10,0.25,14.08,7,11.91584941
"Exp3_S11","RF14A5",14,0.25,18.18,8,12.03459679
"Exp3_S11","RF20A5",20,0.25,24.63,9,4.15773031
"Exp3_S11","RF8A10",8,0.5,20.4,10,3.2477508
"Exp3_S11","RF10A10",10,0.5,24.73,11,4.98322814
"Exp3_S11","RF14A10",14,0.5,33.57,12,2.8771427
"Exp3_S11","RF20A10",20,0.5,47.08,13,2.71441042
"Exp3_S13","RF0A0",0,0,7.22,1,7.46905301
"Exp3_S13","RF8A2",8,0.1,8.27,2,10.06447075
"Exp3_S13","RF10A2",10,0.1,8.79,3,38.71855223
"Exp3_S13","RF14A2",14,0.1,10.01,4,91.06617828
"Exp3_S13","RF20A2",20,0.1,12.12,5,17.51541263
"Exp3_S13","RF8A5",8,0.25,12.16,6,7.47744713
"Exp3_S13","RF10A5",10,0.25,14.08,7,13.38217008
"Exp3_S13","RF14A5",14,0.25,18.18,8,12.58521576
"Exp3_S13","RF20A5",20,0.25,24.63,9,5.89737266
"Exp3_S13","RF8A10",8,0.5,20.4,10,4.12649914
"Exp3_S13","RF10A10",10,0.5,24.73,11,3.13253666
"Exp3_S13","RF14A10",14,0.5,33.57,12,3.58342308
"Exp3_S13","RF20A10",20,0.5,47.08,13,2.66004886
