"Subject_ID","Condition_name","Condition_number","Radial_frequency","Amplitude","perimeter_cm","Block","Order","TargetNumber","TimeOfEvent","Found_or_Censored"
"Exp1_S21","RF8A2",5,8,0.1,8.27,1,13,5,59.2012644000001,1
"Exp1_S21","RF8A10",13,8,0.5,20.4,2,14,5,14.3453164,1
"Exp1_S21","RF8A2",5,8,0.1,8.27,2,15,5,60.9127590000001,1
"Exp1_S21","RF5A5",8,5,0.25,9.55,2,16,5,99.2976251999999,1
"Exp1_S21","RF3A10",10,3,0.5,10.43,2,17,5,50.2550222999998,1
"Exp1_S21","RF5A2",4,5,0.1,7.66,2,18,5,25.1864808999999,1
"Exp1_S21","RF5A10",12,5,0.5,14.18,2,19,5,70.9500086000003,1
"Exp1_S21","RF4A10",11,4,0.5,12.24,2,20,5,138.3653477,1
"Exp1_S21","RF0A0",1,0,0,7.22,2,21,5,57.7186531000002,1
"Exp1_S21","RF3A2",2,3,0.1,7.38,2,22,5,180,0
"Exp1_S21","RF4A5",7,4,0.25,8.8,2,23,5,16.4231242999999,1
"Exp1_S21","RF8A5",9,8,0.25,12.16,2,24,5,180,0
"Exp1_S21","RF3A5",6,3,0.25,8.17,2,25,5,27.9733245000002,1
"Exp1_S21","RF4A2",3,4,0.1,7.51,2,26,5,4.37444189999997,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,1,1,1,2.2998546,1
"Exp1_S1","RF0A0",1,0,0,7.22,1,2,1,3.57295649999998,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,1,3,1,3.12084450000003,1
"Exp1_S1","RF8A5",9,8,0.25,12.16,1,4,1,4.75914010000008,1
"Exp1_S1","RF3A10",10,3,0.5,10.43,1,5,1,1.51613480000003,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,1,6,1,1.84119149999992,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,1,7,1,1.22536500000001,1
"Exp1_S1","RF5A5",8,5,0.25,9.55,1,8,1,1.60665789999996,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,1,9,1,5.40184060000001,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,1,10,1,4.40593469999999,1
"Exp1_S1","RF3A2",2,3,0.1,7.38,1,11,1,5.4764308,1
"Exp1_S1","RF3A5",6,3,0.25,8.17,1,12,1,7.29155800000012,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,1,13,1,3.25392600000009,1
"Exp1_S1","RF3A5",6,3,0.25,8.17,2,14,1,4.4402305000001,1
"Exp1_S1","RF5A5",8,5,0.25,9.55,2,15,1,3.89066750000006,1
"Exp1_S1","RF3A2",2,3,0.1,7.38,2,16,1,3.50369279999995,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,2,17,1,2.80088260000002,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,2,18,1,4.73602449999998,1
"Exp1_S1","RF0A0",1,0,0,7.22,2,19,1,2.09003200000006,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,2,20,1,2.40104920000022,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,2,21,1,2.0604586000004,1
"Exp1_S1","RF8A5",9,8,0.25,12.16,2,22,1,2.86255800000026,1
"Exp1_S1","RF3A10",10,3,0.5,10.43,2,23,1,1.21466340000006,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,2,24,1,1.16267040000002,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,2,25,1,2.08441889999995,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,2,26,1,1.45789400000012,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,1,1,2,6.0675152,1
"Exp1_S1","RF0A0",1,0,0,7.22,1,2,2,5.48511189999999,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,1,3,2,3.86462399999999,1
"Exp1_S1","RF8A5",9,8,0.25,12.16,1,4,2,7.47140020000006,1
"Exp1_S1","RF3A10",10,3,0.5,10.43,1,5,2,3.32402639999998,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,1,6,2,2.96931999999993,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,1,7,2,1.76087889999997,1
"Exp1_S1","RF5A5",8,5,0.25,9.55,1,8,2,2.31867829999999,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,1,9,2,5.84182920000001,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,1,10,2,5.03017149999994,1
"Exp1_S1","RF3A2",2,3,0.1,7.38,1,11,2,7.78883229999997,1
"Exp1_S1","RF3A5",6,3,0.25,8.17,1,12,2,8.76373130000002,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,1,13,2,7.5258510000001,1
"Exp1_S1","RF3A5",6,3,0.25,8.17,2,14,2,4.99250280000001,1
"Exp1_S1","RF5A5",8,5,0.25,9.55,2,15,2,6.48289390000014,1
"Exp1_S1","RF3A2",2,3,0.1,7.38,2,16,2,4.47982329999991,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,2,17,2,3.47261950000006,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,2,18,2,5.82470719999992,1
"Exp1_S1","RF0A0",1,0,0,7.22,2,19,2,3.71368220000022,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,2,20,2,4.82512959999985,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,2,21,2,2.55609070000037,1
"Exp1_S1","RF8A5",9,8,0.25,12.16,2,22,2,3.75891320000028,1
"Exp1_S1","RF3A10",10,3,0.5,10.43,2,23,2,1.75856130000011,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,2,24,2,2.14672579999979,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,2,25,2,2.53187829999979,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,2,26,2,3.54590849999977,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,1,1,3,8.07565990000001,1
"Exp1_S1","RF0A0",1,0,0,7.22,1,2,3,8.01297440000002,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,1,3,3,6.6011446,1
"Exp1_S1","RF8A5",9,8,0.25,12.16,1,4,3,8.22339110000007,1
"Exp1_S1","RF3A10",10,3,0.5,10.43,1,5,3,6.24419169999999,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,1,6,3,3.7055292,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,1,7,3,3.01639419999992,1
"Exp1_S1","RF5A5",8,5,0.25,9.55,1,8,3,3.90239599999995,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,1,9,3,6.45766790000005,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,1,10,3,5.60610450000001,1
"Exp1_S1","RF3A2",2,3,0.1,7.38,1,11,3,11.0284985999999,1
"Exp1_S1","RF3A5",6,3,0.25,8.17,1,12,3,11.4112825000002,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,1,13,3,55.9499848999999,1
"Exp1_S1","RF3A5",6,3,0.25,8.17,2,14,3,5.48024740000005,1
"Exp1_S1","RF5A5",8,5,0.25,9.55,2,15,3,7.69906130000004,1
"Exp1_S1","RF3A2",2,3,0.1,7.38,2,16,3,6.91983819999996,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,2,17,3,5.29690000000005,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,2,18,3,10.8162393999999,1
"Exp1_S1","RF0A0",1,0,0,7.22,2,19,3,6.71421469999996,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,2,20,3,8.49701289999985,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,2,21,3,2.96412390000023,1
"Exp1_S1","RF8A5",9,8,0.25,12.16,2,22,3,5.23090709999997,1
"Exp1_S1","RF3A10",10,3,0.5,10.43,2,23,3,2.39049679999971,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,2,24,3,3.02658419999989,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,2,25,3,3.22798319999993,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,2,26,3,6.80967770000007,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,1,1,4,8.6839348,1
"Exp1_S1","RF0A0",1,0,0,7.22,1,2,4,33.4772117,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,1,3,4,7.53675880000003,1
"Exp1_S1","RF8A5",9,8,0.25,12.16,1,4,4,12.1192525,1
"Exp1_S1","RF3A10",10,3,0.5,10.43,1,5,4,6.92417699999999,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,1,6,4,6.08936929999993,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,1,7,4,4.28110900000001,1
"Exp1_S1","RF5A5",8,5,0.25,9.55,1,8,4,9.67051909999998,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,1,9,4,6.85771140000008,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,1,10,4,39.374004,1
"Exp1_S1","RF3A2",2,3,0.1,7.38,1,11,4,64.4448712,1
"Exp1_S1","RF3A5",6,3,0.25,8.17,1,12,4,50.5235198,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,1,13,4,180,0
"Exp1_S1","RF3A5",6,3,0.25,8.17,2,14,4,9.22423580000009,1
"Exp1_S1","RF5A5",8,5,0.25,9.55,2,15,4,8.50687059999996,1
"Exp1_S1","RF3A2",2,3,0.1,7.38,2,16,4,9.28001699999982,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,2,17,4,11.5130214000001,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,2,18,4,17.1441740999999,1
"Exp1_S1","RF0A0",1,0,0,7.22,2,19,4,68.2021617,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,2,20,4,12.2336063000002,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,2,21,4,4.39833980000003,1
"Exp1_S1","RF8A5",9,8,0.25,12.16,2,22,4,16.2065937000002,1
"Exp1_S1","RF3A10",10,3,0.5,10.43,2,23,4,4.84668889999966,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,2,24,4,5.18685189999997,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,2,25,4,4.82833129999972,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,2,26,4,10.9376143999998,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,1,1,5,180,0
"Exp1_S1","RF0A0",1,0,0,7.22,1,2,5,80.9487155,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,1,3,5,180,0
"Exp1_S1","RF8A5",9,8,0.25,12.16,1,4,5,53.4070228,1
"Exp1_S1","RF3A10",10,3,0.5,10.43,1,5,5,12.6760655,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,1,6,5,16.537569,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,1,7,5,5.03291979999995,1
"Exp1_S1","RF5A5",8,5,0.25,9.55,1,8,5,19.4466236999999,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,1,9,5,7.26560319999999,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,1,10,5,127.4463947,1
"Exp1_S1","RF3A2",2,3,0.1,7.38,1,11,5,180,0
"Exp1_S1","RF3A5",6,3,0.25,8.17,1,12,5,112.1315755,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,1,13,5,180,0
"Exp1_S1","RF3A5",6,3,0.25,8.17,2,14,5,180,0
"Exp1_S1","RF5A5",8,5,0.25,9.55,2,15,5,180,0
"Exp1_S1","RF3A2",2,3,0.1,7.38,2,16,5,10.0875323999999,1
"Exp1_S1","RF8A2",5,8,0.1,8.27,2,17,5,130.4649301,1
"Exp1_S1","RF5A2",4,5,0.1,7.66,2,18,5,180,0
"Exp1_S1","RF0A0",1,0,0,7.22,2,19,5,79.8662447000002,1
"Exp1_S1","RF8A10",13,8,0.5,20.4,2,20,5,23.6732453999998,1
"Exp1_S1","RF4A10",11,4,0.5,12.24,2,21,5,4.94058210000003,1
"Exp1_S1","RF8A5",9,8,0.25,12.16,2,22,5,180,0
"Exp1_S1","RF3A10",10,3,0.5,10.43,2,23,5,7.06279469999981,1
"Exp1_S1","RF4A2",3,4,0.1,7.51,2,24,5,15.4667015,1
"Exp1_S1","RF4A5",7,4,0.25,8.8,2,25,5,6.88432299999977,1
"Exp1_S1","RF5A10",12,5,0.5,14.18,2,26,5,12.8896851999998,1
"Exp1_S22","RF3A5",6,3,0.25,8.17,1,1,1,4.94037930000002,1
"Exp1_S22","RF8A5",9,8,0.25,12.16,1,2,1,3.95238990000001,1
"Exp1_S22","RF5A10",12,5,0.5,14.18,1,3,1,2.37487339999996,1
"Exp1_S22","RF0A0",1,0,0,7.22,1,4,1,1.42952090000006,1
"Exp1_S22","RF4A2",3,4,0.1,7.51,1,5,1,1.4234674999999,1
"Exp1_S22","RF8A2",5,8,0.1,8.27,1,6,1,2.12221269999998,1
"Exp1_S22","RF4A5",7,4,0.25,8.8,1,7,1,16.5222140000001,1
"Exp1_S22","RF3A2",2,3,0.1,7.38,1,8,1,2.20400099999995,1
"Exp1_S22","RF5A5",8,5,0.25,9.55,1,9,1,6.11517249999997,1
"Exp1_S22","RF5A2",4,5,0.1,7.66,1,10,1,2.76598240000021,1
"Exp1_S22","RF3A10",10,3,0.5,10.43,1,11,1,2.86559729999999,1
"Exp1_S22","RF8A10",13,8,0.5,20.4,1,12,1,1.41746030000013,1
"Exp1_S22","RF4A10",11,4,0.5,12.24,1,13,1,2.15546630000017,1
"Exp1_S22","RF0A0",1,0,0,7.22,2,14,1,1.95696140000018,1
"Exp1_S22","RF4A2",3,4,0.1,7.51,2,15,1,3.07823289999988,1
"Exp1_S22","RF5A10",12,5,0.5,14.18,2,16,1,5.79576100000008,1
"Exp1_S22","RF8A2",5,8,0.1,8.27,2,17,1,2.07170719999999,1
"Exp1_S22","RF5A5",8,5,0.25,9.55,2,18,1,1.49611019999998,1
"Exp1_S22","RF3A10",10,3,0.5,10.43,2,19,1,1.95449810000014,1
"Exp1_S22","RF4A5",7,4,0.25,8.8,2,20,1,2.25749380000002,1
"Exp1_S22","RF8A5",9,8,0.25,12.16,2,21,1,2.71549939999977,1
"Exp1_S22","RF3A2",2,3,0.1,7.38,2,22,1,1.99485089999962,1
"Exp1_S22","RF3A5",6,3,0.25,8.17,2,23,1,2.75936640000009,1
"Exp1_S22","RF8A10",13,8,0.5,20.4,2,24,1,2.38075980000031,1
"Exp1_S22","RF5A2",4,5,0.1,7.66,2,25,1,1.14736879999964,1
"Exp1_S22","RF4A10",11,4,0.5,12.24,2,26,1,1.23367299999973,1
"Exp1_S22","RF3A5",6,3,0.25,8.17,1,1,2,6.79681890000001,1
"Exp1_S22","RF8A5",9,8,0.25,12.16,1,2,2,5.86477229999997,1
"Exp1_S22","RF5A10",12,5,0.5,14.18,1,3,2,3.63101689999996,1
"Exp1_S22","RF0A0",1,0,0,7.22,1,4,2,2.29308879999996,1
"Exp1_S22","RF4A2",3,4,0.1,7.51,1,5,2,2.66359549999993,1
"Exp1_S22","RF8A2",5,8,0.1,8.27,1,6,2,2.93099129999996,1
"Exp1_S22","RF4A5",7,4,0.25,8.8,1,7,2,62.1064976,1
"Exp1_S22","RF3A2",2,3,0.1,7.38,1,8,2,3.00439199999994,1
"Exp1_S22","RF5A5",8,5,0.25,9.55,1,9,2,11.3310343999999,1
"Exp1_S22","RF5A2",4,5,0.1,7.66,1,10,2,3.5650885,1
"Exp1_S22","RF3A10",10,3,0.5,10.43,1,11,2,8.32963180000002,1
"Exp1_S22","RF8A10",13,8,0.5,20.4,1,12,2,2.6499153000002,1
"Exp1_S22","RF4A10",11,4,0.5,12.24,1,13,2,4.7476302,1
"Exp1_S22","RF0A0",1,0,0,7.22,2,14,2,2.80478600000015,1
"Exp1_S22","RF4A2",3,4,0.1,7.51,2,15,2,7.37474309999993,1
"Exp1_S22","RF5A10",12,5,0.5,14.18,2,16,2,7.12876060000008,1
"Exp1_S22","RF8A2",5,8,0.1,8.27,2,17,2,3.6801387999999,1
"Exp1_S22","RF5A5",8,5,0.25,9.55,2,18,2,2.1280840999998,1
"Exp1_S22","RF3A10",10,3,0.5,10.43,2,19,2,2.94604759999993,1
"Exp1_S22","RF4A5",7,4,0.25,8.8,2,20,2,3.96160239999995,1
"Exp1_S22","RF8A5",9,8,0.25,12.16,2,21,2,11.6512983999996,1
"Exp1_S22","RF3A2",2,3,0.1,7.38,2,22,2,5.87465069999962,1
"Exp1_S22","RF3A5",6,3,0.25,8.17,2,23,2,3.31940180000038,1
"Exp1_S22","RF8A10",13,8,0.5,20.4,2,24,2,3.64474160000009,1
"Exp1_S22","RF5A2",4,5,0.1,7.66,2,25,2,1.81148339999982,1
"Exp1_S22","RF4A10",11,4,0.5,12.24,2,26,2,2.00150889999986,1
"Exp1_S22","RF3A5",6,3,0.25,8.17,1,1,3,7.83665530000002,1
"Exp1_S22","RF8A5",9,8,0.25,12.16,1,2,3,9.97639270000002,1
"Exp1_S22","RF5A10",12,5,0.5,14.18,1,3,3,6.55067280000003,1
"Exp1_S22","RF0A0",1,0,0,7.22,1,4,3,3.32539689999999,1
"Exp1_S22","RF4A2",3,4,0.1,7.51,1,5,3,3.3995175,1
"Exp1_S22","RF8A2",5,8,0.1,8.27,1,6,3,6.48231319999991,1
"Exp1_S22","RF4A5",7,4,0.25,8.8,1,7,3,70.1623387000001,1
"Exp1_S22","RF3A2",2,3,0.1,7.38,1,8,3,6.89194689999999,1
"Exp1_S22","RF5A5",8,5,0.25,9.55,1,9,3,16.4825711000001,1
"Exp1_S22","RF5A2",4,5,0.1,7.66,1,10,3,4.3015389000002,1
"Exp1_S22","RF3A10",10,3,0.5,10.43,1,11,3,13.1295904000001,1
"Exp1_S22","RF8A10",13,8,0.5,20.4,1,12,3,7.60151310000015,1
"Exp1_S22","RF4A10",11,4,0.5,12.24,1,13,3,6.18769470000007,1
"Exp1_S22","RF0A0",1,0,0,7.22,2,14,3,3.59719530000007,1
"Exp1_S22","RF4A2",3,4,0.1,7.51,2,15,3,8.83853239999985,1
