"Subject_ID","Condition_name","Radial_frequency","Amplitude","perimeter_cm","Condition_number","RMST"
"Exp2B_S7","RF10A5",10,0.25,11.26,7,17.71317127
"Exp2B_S7","RF14A5",14,0.25,14.55,8,21.54315362
"Exp2B_S7","RF20A5",20,0.25,19.71,9,10.95251742
"Exp2B_S7","RF8A10",8,0.5,13.67,10,3.05092746000005
"Exp2B_S7","RF10A10",10,0.5,16.57,11,11.88993814
"Exp2B_S7","RF14A10",14,0.5,22.49,12,2.96649208999997
"Exp2B_S7","RF20A10",20,0.5,31.54,13,3.29436249999997
"Exp2B_S8","RF0A0",0,0,7.22,1,9.23322765000003
"Exp2B_S8","RF8A2",8,0.1,7.52,2,14.60336576
"Exp2B_S8","RF10A2",10,0.1,8,3,16.80712021
"Exp2B_S8","RF14A2",14,0.1,9.1,4,12.87023423
"Exp2B_S8","RF20A2",20,0.1,11.03,5,46.68963362
"Exp2B_S8","RF8A5",8,0.25,9.72,6,43.45463887
"Exp2B_S8","RF10A5",10,0.25,11.26,7,17.9653402999999
"Exp2B_S8","RF14A5",14,0.25,14.55,8,8.01571760000004
"Exp2B_S8","RF20A5",20,0.25,19.71,9,7.39466628000007
"Exp2B_S8","RF8A10",8,0.5,13.67,10,5.07307151999998
"Exp2B_S8","RF10A10",10,0.5,16.57,11,18.9785874099999
"Exp2B_S8","RF14A10",14,0.5,22.49,12,3.53446955999996
"Exp2B_S8","RF20A10",20,0.5,31.54,13,2.75997750999996
"Exp2B_S9","RF0A0",0,0,7.22,1,12.4528263599999
"Exp2B_S9","RF8A2",8,0.1,7.52,2,15.83076813
"Exp2B_S9","RF10A2",10,0.1,8,3,44.86712451
"Exp2B_S9","RF14A2",14,0.1,9.1,4,35.902076
"Exp2B_S9","RF20A2",20,0.1,11.03,5,76.49624447
"Exp2B_S9","RF8A5",8,0.25,9.72,6,34.61700079
"Exp2B_S9","RF10A5",10,0.25,11.26,7,44.8553463
"Exp2B_S9","RF14A5",14,0.25,14.55,8,8.26454605000003
"Exp2B_S9","RF20A5",20,0.25,19.71,9,24.08466102
"Exp2B_S9","RF8A10",8,0.5,13.67,10,8.63881477000008
"Exp2B_S9","RF10A10",10,0.5,16.57,11,41.52971797
"Exp2B_S9","RF14A10",14,0.5,22.49,12,6.99596845000004
"Exp2B_S9","RF20A10",20,0.5,31.54,13,8.48591449000006
"Exp2B_S10","RF0A0",0,0,7.22,1,7.20862071999999
"Exp2B_S10","RF8A2",8,0.1,7.52,2,21.19315739
"Exp2B_S10","RF10A2",10,0.1,8,3,51.12826163
"Exp2B_S10","RF14A2",14,0.1,9.1,4,52.43630736
"Exp2B_S10","RF20A2",20,0.1,11.03,5,4.00822041000001
"Exp2B_S10","RF8A5",8,0.25,9.72,6,57.21693421
"Exp2B_S10","RF10A5",10,0.25,11.26,7,6.23248817000017
"Exp2B_S10","RF14A5",14,0.25,14.55,8,8.10818857000011
"Exp2B_S10","RF20A5",20,0.25,19.71,9,5.35349925000002
"Exp2B_S10","RF8A10",8,0.5,13.67,10,4.16876990999998
"Exp2B_S10","RF10A10",10,0.5,16.57,11,6.60211286999997
"Exp2B_S10","RF14A10",14,0.5,22.49,12,28.6131651399999
"Exp2B_S10","RF20A10",20,0.5,31.54,13,2.92875343000003
"Exp2B_S11","RF0A0",0,0,7.22,1,32.07450149
"Exp2B_S11","RF8A2",8,0.1,7.52,2,33.9677129599999
"Exp2B_S11","RF10A2",10,0.1,8,3,42.76633628
"Exp2B_S11","RF14A2",14,0.1,9.1,4,20.5043535099999
"Exp2B_S11","RF20A2",20,0.1,11.03,5,57.3502862399999
"Exp2B_S11","RF8A5",8,0.25,9.72,6,42.96362921
"Exp2B_S11","RF10A5",10,0.25,11.26,7,37.9193643999999
"Exp2B_S11","RF14A5",14,0.25,14.55,8,7.35513179000005
"Exp2B_S11","RF20A5",20,0.25,19.71,9,13.39685221
"Exp2B_S11","RF8A10",8,0.5,13.67,10,36.3436660199999
"Exp2B_S11","RF10A10",10,0.5,16.57,11,20.91022123
"Exp2B_S11","RF14A10",14,0.5,22.49,12,11.6562072
"Exp2B_S11","RF20A10",20,0.5,31.54,13,3.9157043399999
"Exp2B_S13","RF0A0",0,0,7.22,1,36.32045327
"Exp2B_S13","RF8A2",8,0.1,7.52,2,35.42570115
"Exp2B_S13","RF10A2",10,0.1,8,3,62.28660606
"Exp2B_S13","RF14A2",14,0.1,9.1,4,33.9219890000001
"Exp2B_S13","RF20A2",20,0.1,11.03,5,9.69446928000001
"Exp2B_S13","RF8A5",8,0.25,9.72,6,93.80087848
"Exp2B_S13","RF10A5",10,0.25,11.26,7,85.12778268
"Exp2B_S13","RF14A5",14,0.25,14.55,8,22.83751101
"Exp2B_S13","RF20A5",20,0.25,19.71,9,3.35557362000011
"Exp2B_S13","RF8A10",8,0.5,13.67,10,22.0363391699999
"Exp2B_S13","RF10A10",10,0.5,16.57,11,18.24020823
"Exp2B_S13","RF14A10",14,0.5,22.49,12,6.56688154000002
"Exp2B_S13","RF20A10",20,0.5,31.54,13,5.37805360000005
